Isin,Mkt,Codice,Bloomberg Code,VOLUME_AVG_30D
LU1650491282,ETF,EMI,EMI IM Equity,"3,266.93"
JE00B3QQ4551,ETF,EUS3,EUS3 IM Equity,"3,237.70"
IT0001006128,MTA,ADB,ADB IM Equity,"3,195.70"
DE000VN9ABU4,SDX,FSX75L,LW525510@SEDX Corp,"3,140.67"
LU1215415214,ETF,HYBB,HYBB IM Equity,"3,137.90"
IE00BP3QZ601,ETF,IWQU,IWQU IM Equity,"3,129.37"
IE00B5377D42,ETF,SAUS,SAUS IM Equity,"3,107.70"
LU1681037518,ETF,FMI,FMI IM Equity,"3,098.10"
IE00B4K6B022,ETF,H50E,H50E IM Equity,"3,060.63"
IE00B60SWX25,ETF,SDJE50,SDJE50 IM Equity,"3,047.40"
IE00BM67HT60,ETF,XDWT,XDWT IM Equity,"3,006.27"
IE00BF11F458,ETF,FLOE,FLOE IM Equity,"2,988.17"
LU0908508731,ETF,XG7S,XG7S IM Equity,"2,973.43"
IE00B8CJW150,ETF,MLPD,MLPD IM Equity,"2,968.53"
IE00B3Y8D011,ETF,XS7W,XS7W IM Equity,"2,943.87"
IT0005175754,SDX,AL7575,LW225355@EXCH Corp,"2,864.20"
IE00BYSZ5T81,ETF,TRSX,TRSX IM Equity,"2,839.93"
LU1598691050,ETF,BTP13,BTP13 IM Equity,"2,836.40"
DE000HV41J81,SDX,UI377X,AU653198@SEDX Corp,"2,817.00"
LU1280303014,ETF,USSRF,USSRF IM Equity,"2,815.57"
IE00BHBFDF83,ETF,CASH,CASH IM Equity,"2,805.50"
IE00B8W5C578,ETF,QQQ3,QQQ3 IM Equity,"2,790.13"
IE00BQQ3Q067,ETF,DEM,DEM IM Equity,"2,757.13"
IE00B7SD4R47,ETF,3EUL,3EUL IM Equity,"2,743.73"
LU1834986900,ETF,HLT,HLT IM Equity,"2,714.77"
LU1437016972,ETF,MWRD,MWRD IM Equity,"2,710.40"
JE00BYQY4F67,ETF,3CUL,3CUL IM Equity,"2,689.73"
FESB201912,Eurex,,CAZ9 Comdty,"2,684.43"
FR0010754135,ETF,C13,C13 IM Equity,"2,675.60"
LU1525418643,ETF,EBBB,EBBB IM Equity,"2,668.17"
LU1681046261,ETF,CB3,CB3 IM Equity,"2,566.33"
IE00B78JSG98,ETF,USVEUY,USVEUY IM Equity,"2,551.60"
LU0478205379,ETF,XBLC,XBLC IM Equity,"2,531.20"
IE00B4L5ZG21,ETF,IEXF,IEXF IM Equity,"2,523.27"
LU0290359032,ETF,XTXC,XTXC IM Equity,"2,508.60"
LU0879397742,ETF,SF1EUA,SF1EUA IM Equity,"2,424.70"
IE00BYMLZY74,ETF,WCOA,WCOA IM Equity,"2,416.23"
JE00B2NFT310,ETF,SCOC,SCOC IM Equity,"2,405.37"
LU1829220216,ETF,ACWI,ACWI IM Equity,"2,385.07"
LU0476289540,ETF,XCAN,XCAN IM Equity,"2,375.87"
IE00B4WXJG34,ETF,IBGY,IBGY IM Equity,"2,340.43"
JE00BDD9QC84,ETF,LWEA,LWEA IM Equity,"2,327.83"
IE00B60SWW18,ETF,SDJ600,SDJ600 IM Equity,"2,309.47"
IE00B52MJY50,ETF,CSPXJ,CSPXJ IM Equity,"2,294.73"
LU1399300455,ETF,XUTE,XUTE IM Equity,"2,245.57"
LU1435356495,ETF,USYH,USYH IM Equity,"2,245.53"
IE00B0M62X26,ETF,IBCI,IBCI IM Equity,"2,233.47"
FR0010346205,ETF,CRBN,CRBN IM Equity,"2,228.07"
IE00B52MJD48,ETF,CSNKY,CSNKY IM Equity,"2,216.60"
LU1434169923,SDX,SORO7L,LW554206@SEDX Corp,"2,202.23"
FR0010754168,ETF,C33,C33 IM Equity,"2,185.10"
IT0005186413,SDX,AL8641,LW530291@EXCH Corp,"2,182.93"
LU1681046345,ETF,X13G,X13G IM Equity,"2,151.43"
LU1681046345,ETF,X13G,X13G IM Equity,"2,151.43"
IT0005158651,SDX,AL5865,JK414624@EXCH Corp,"2,093.47"
IE00B7Y34M31,ETF,3USL,3USL IM Equity,"2,067.73"
IE00B52SF786,ETF,CSCA,CSCA IM Equity,"2,055.63"
IE00BQQP9G91,ETF,GDXJ,GDXJ IM Equity,"2,051.07"
IE00B3WMTH43,ETF,XLVS,XLVS IM Equity,"1,977.93"
IE00B6TLBW47,ETF,EMCR,EMCR IM Equity,"1,963.10"
IE00B3YCGJ38,ETF,SPXS,SPXS IM Equity,"1,949.93"
IT0005021172,SDX,AL2117,AD049821@EXCH Corp,"1,927.97"
IE00BWBXM948,ETF,SXLK,SXLK IM Equity,"1,912.77"
GB00B15KXT11,ETF,COTN,COTN IM Equity,"1,852.50"
JE00BDD9QB77,ETF,LNIK,LNIK IM Equity,"1,817.77"
DE000VN9BLH8,SDX,FRX17S,AM234646@SEDX Corp,"1,812.00"
LU1617164998,ETF,HYS,HYS IM Equity,"1,794.57"
LU1686831030,ETF,EMBH,EMBH IM Equity,"1,765.17"
LU1645380368,ETF,INFL1,INFL1 IM Equity,"1,762.13"
JE00B2NFTZ32,ETF,LLEA,LLEA IM Equity,"1,753.93"
FR0007056841,ETF,DJE,DJE IM Equity,"1,734.97"
LU1681038599,ETF,NDXH,NDXH IM Equity,"1,724.27"
LU1437015735,ETF,CEU2,CEU2 IM Equity,"1,714.90"
IE00BD0Q9673,ETF,HYFA,HYFA IM Equity,"1,714.20"
XS1759884320,SDX,SOILL5,AD768855@SEDX Corp,"1,674.30"
FBTP201906,Eurex,,IKM9 Comdty,"1,670.97"
IE00B1FZSC47,ETF,ITPS,ITPS IM Equity,"1,669.80"
JE00B3MQG751,ETF,EUSE,EUSE IM Equity,"1,658.63"
IE00B5ZR2157,ETF,PJS1,PJS1 IM Equity,"1,656.23"
FGBS201906,Eurex,,DUM9 Comdty,"1,649.67"
JE00BYQY3K46,ETF,3CFS,3CFS IM Equity,"1,626.80"
IE00B99FL386,ETF,SJNK,SJNK IM Equity,"1,618.80"
LU0322250985,ETF,XCAC,XCAC IM Equity,"1,595.20"
DE000HV41J57,SDX,UI374X,AU653195@SEDX Corp,"1,589.37"
XS1101723622,ETF,DAX3L,DAX3L IM Equity,"1,587.03"
LU0378818131,ETF,XGSH,XGSH IM Equity,"1,573.37"
JE00B1VS3002,ETF,PHPD,PHPD IM Equity,"1,566.60"
JE00B9BQ4529,ETF,UK3L,UK3L IM Equity,"1,527.33"
LU0292109856,ETF,XX25,XX25 IM Equity,"1,468.83"
LU0908500753,ETF,MEUD,MEUD IM Equity,"1,456.17"
LU1571052130,ETF,FLOTH,FLOTH IM Equity,"1,451.10"
FR0007075494,ETF,MGT,MGT IM Equity,"1,442.70"
IE00B878KX55,ETF,3DEL,3DEL IM Equity,"1,421.03"
IE00B8GF1M35,ETF,GLRE,GLRE IM Equity,"1,410.07"
DE000CZ44GE5,SDX,CMIB5S,UV588367@SEDX Corp,"1,401.17"
IE00BH3X8336,ETF,EMLI,EMLI IM Equity,"1,395.53"
JE00B2NFTH59,ETF,LCTO,LCTO IM Equity,"1,391.73"
DE000VN9AAD2,SDX,FDAX5S,LW218628@SEDX Corp,"1,383.33"
LU0321462953,ETF,XEMB,XEMB IM Equity,"1,381.43"
JE00B2NFT534,ETF,LNRG,LNRG IM Equity,"1,368.27"
GB00B15KY872,ETF,ZINC,ZINC IM Equity,"1,366.83"
LU1681041627,ETF,MIVO,MIVO IM Equity,"1,348.63"
LU1407887329,ETF,U13H,U13H IM Equity,"1,347.53"
IE00B3T9LM79,ETF,EUCO,EUCO IM Equity,"1,339.50"
IE00B8KD3F05,ETF,3HCS,3HCS IM Equity,"1,332.83"
LU1459800113,ETF,UST10F,UST10F IM Equity,"1,329.10"
LU1812090543,ETF,HY,HY IM Equity,"1,321.73"
IE00BKWQ0Q14,ETF,EROX,EROX IM Equity,"1,279.87"
LU0879399441,ETF,SF5EUA,SF5EUA IM Equity,"1,277.40"
JE00B3LXVB68,ETF,EUGB,EUGB IM Equity,"1,272.23"
IE00B7LW6Y90,ETF,IITB,IITB IM Equity,"1,262.17"
LU1079841273,ETF,CAPU,CAPU IM Equity,"1,261.57"
JE00BYQY7P70,ETF,3WHS,3WHS IM Equity,"1,247.70"
JE00B588CD74,ETF,SGBS,SGBS IM Equity,"1,235.53"
FR0010754176,ETF,C53,C53 IM Equity,"1,231.07"
JE00BMM1X163,ETF,EGB5,EGB5 IM Equity,"1,221.70"
LU1285959703,ETF,USIG,USIG IM Equity,"1,198.30"
LU0721552544,ETF,UT1EUA,UT1EUA IM Equity,"1,198.20"
IE00B6X4BP29,ETF,3GOS,3GOS IM Equity,"1,192.43"
DE000VN9AAX0,SDX,FSX57L,LW454507@SEDX Corp,"1,185.87"
LU0514694701,ETF,XCS4,XCS4 IM Equity,"1,185.50"
LU1681039647,ETF,CC4,CC4 IM Equity,"1,157.27"
LU1681039647,ETF,CC4,CC4 IM Equity,"1,157.27"
LU0321463258,ETF,XSGL,XSGL IM Equity,"1,151.03"
IE00B3FH7618,ETF,IEGE,IEGE IM Equity,"1,139.90"
LU1437018598,ETF,EGOV,EGOV IM Equity,"1,136.97"
IE00B4QNHH68,ETF,DEL2,DEL2 IM Equity,"1,131.03"
DE000A0Q4RZ9,ETF,EXVM,EXVM IM Equity,"1,112.60"
IE00B3BPCH51,ETF,PEU,PEU IM Equity,"1,107.73"
IE00B8JG1787,ETF,3SIS,3SIS IM Equity,"1,102.60"
LU1681039563,ETF,SMRE,SMRE IM Equity,"1,097.47"
FR0010296061,ETF,LUSA,LUSA IM Equity,"1,086.73"
LU0533034558,ETF,UTIW,UTIW IM Equity,"1,075.20"
FSMI201909,Eurex,,SMU9 Comdty,"1,035.40"
XS1073722297,ETF,OIL1L,OIL1L IM Equity,987.10
JE00B2NFTV93,ETF,LSOB,LSOB IM Equity,977.07
LU1650489385,ETF,EM1015,EM1015 IM Equity,956.67
DE000VN9D053,SDX,FLV058,AV864072@SEDX Corp,955.20
FOAT201906,Eurex,,OATM9 Comdty,953.30
LU1681037864,ETF,TPXH,TPXH IM Equity,951.43
IE00B3B8Q275,ETF,ICOV,ICOV IM Equity,943.73
IE00B94ZB998,ETF,MLPS,MLPS IM Equity,943.70
LU0613540185,ETF,XBTP,XBTP IM Equity,939.40
LU1285960032,ETF,USIH,USIH IM Equity,929.00
IE00B94QL251,ETF,2NGS,2NGS IM Equity,915.50
DE000HV41J65,SDX,UI375X,AU653196@SEDX Corp,911.30
IE00BYSZ5V04,ETF,LUTR,LUTR IM Equity,906.07
XS1073721307,ETF,SLVR3L,SLVR3L IM Equity,901.97
LU0290357929,ETF,XGIN,XGIN IM Equity,901.53
LU0290358224,ETF,XEIN,XEIN IM Equity,859.17
JE00B1VS3W29,ETF,PHPM,PHPM IM Equity,850.40
DE000VN9AB93,SDX,FKC17S,LW535146@SEDX Corp,841.73
XS1778810405,ETF,GAS3L,GAS3L IM Equity,838.33
FR0010464446,ETF,SAFRI,SAFRI IM Equity,837.00
IT0005107906,SDX,AL0790,UV481160@EXCH Corp,835.93
IE00BYSZ5R67,ETF,TRS5,TRS5 IM Equity,821.63
FR0010821850,ETF,SB0,SB0 IM Equity,814.33
IE00BSVYHP04,ETF,LOCL,LOCL IM Equity,799.30
IT0005089948,SDX,AL8994,AF126095@EXCH Corp,778.27
LU1437018168,ETF,ECRP,ECRP IM Equity,771.60
IE00B44CND37,ETF,TRSY,TRSY IM Equity,761.23
IE00BM67HQ30,ETF,XDWU,XDWU IM Equity,747.93
LU1832418773,ETF,REWLD,REWLD IM Equity,740.90
IT0005140212,SDX,AL4021,JV636323@EXCH Corp,739.00
IE00BYNXPH56,ETF,5BUS,5BUS IM Equity,736.30
LU1287024076,ETF,BOT6M,BOT6M IM Equity,733.67
IE00BZ036H21,ETF,XDGU,XDGU IM Equity,703.00
IE00BYYXBF44,ETF,EMHD,EMHD IM Equity,696.43
IT0005212516,SDX,AL1251,QZ911811@EXCH Corp,695.10
DE000VN9D1N2,SDX,FLV075,AV864092@SEDX Corp,686.40
FR0011607084,ETF,DSUS,DSUS IM Equity,677.77
LU0533033238,ETF,HLTW,HLTW IM Equity,675.23
XS1073721489,ETF,SLVR3S,SLVR3S IM Equity,675.10
DE000HV4BK64,SDX,UFIB7L,QZ004086@SEDX Corp,644.50
DE000HV41HS7,SDX,UI361X,AU556134@SEDX Corp,636.83
FR0011067511,ETF,INDO,INDO IM Equity,635.70
IT0005137556,SDX,AL3755,QJ796613@EXCH Corp,634.30
IE00B42Q4896,ETF,XLFS,XLFS IM Equity,620.57
IE00BYTYHN28,ETF,3EML,3EML IM Equity,619.53
IE00B3VWM098,ETF,CSUSS,CSUSS IM Equity,616.07
LU0533033667,ETF,TNOW,TNOW IM Equity,615.03
IE00BQZJC527,ETF,DFE,DFE IM Equity,612.73
IT0005000838,SDX,AL0083,AC832554@EXCH Corp,610.77
LU1094612022,ETF,CGB,CGB IM Equity,610.20
IE00BX7RRJ27,ETF,UQLTD,UQLTD IM Equity,601.73
IE00B53H0131,ETF,CCUSAS,CCUSAS IM Equity,593.60
IE00B23D9570,ETF,PEH,PEH IM Equity,570.63
XS1265960655,SDX,SBTP7S,QJ210714@SEDX Corp,570.20
FR0010823385,ETF,S10,S10 IM Equity,563.00
LU1681048630,ETF,GLUX,GLUX IM Equity,553.07
LU1391376396,SDX,SNDX7L,JK721777@SEDX Corp,530.97
LU1390062831,ETF,INFU,INFU IM Equity,527.83
LU1681043912,ETF,CC1,CC1 IM Equity,517.40
DE000CZ44GD7,SDX,CMIB5L,UV588366@SEDX Corp,515.00
FR0010754127,ETF,CI3,CI3 IM Equity,502.87
IE00BKT09149,ETF,3BTL,3BTL IM Equity,497.67
LU1407888996,ETF,US57,US57 IM Equity,487.57
IE00B3VWMM18,ETF,CSEMUS,CSEMUS IM Equity,482.13
IE00BZ0G8977,ETF,TIPS,TIPS IM Equity,476.57
IE00B449XP68,ETF,XLYS,XLYS IM Equity,476.53
FESX201909,Eurex,,VGU9 Comdty,462.59
LU1391376636,SDX,SSPX7L,JK721780@SEDX Corp,458.77
DE000VN9D038,SDX,FLV056,AT518723@SEDX Corp,443.07
IT0005094252,SDX,AL9425,AF114744@EXCH Corp,438.87
XS1073721133,ETF,GOLD3L,GOLD3L IM Equity,436.20
LU1617164212,ETF,HYSTH,HYSTH IM Equity,432.67
IT0005084899,SDX,AL8489,AE858448@EXCH Corp,430.50
IE00BWBXM278,ETF,SXLY,SXLY IM Equity,429.40
IT0005074296,SDX,AL7429,AE630606@EXCH Corp,427.87
DE000A1EK3B8,ETF,XAD4,XAD4 IM Equity,419.87
XS1101722228,ETF,DAX3S,DAX3S IM Equity,419.00
NL0012663876,SDX,P63876,AR446572@EXCH Corp,417.47
IT0005163263,SDX,AL6326,JK772076@EXCH Corp,416.93
IT0005045858,SDX,AL4585,AD654606@EXCH Corp,404.27
IE00B3YLTY66,ETF,IMIE,IMIE IM Equity,403.83
LU0533032263,ETF,STAW,STAW IM Equity,397.77
IE00BYPGT035,ETF,DEMA,DEMA IM Equity,396.37
LU1681044647,ETF,CN1,CN1 IM Equity,387.70
LU0397221945,ETF,XQUI,XQUI IM Equity,370.73
LU1407890976,ETF,U10H,U10H IM Equity,368.77
LU1390062245,ETF,INFL,INFL IM Equity,353.77
IE00B3VPKB53,ETF,XLUS,XLUS IM Equity,342.90
LU1560751759,SDX,STIT3L,AM614032@EXCH Corp,340.25
IT0005120578,SDX,AL2057,UV439639@EXCH Corp,330.60
LU1605710802,ETF,ITAPIR,ITAPIR IM Equity,326.07
IE00BKWQ0C77,ETF,STRX,STRX IM Equity,323.93
LU1681046006,ETF,CWE,CWE IM Equity,322.40
DE000VN9ABD0,SDX,FIND7L,LW454513@SEDX Corp,303.20
JE00BDD9Q733,ETF,LPET,LPET IM Equity,296.40
IE00BYTYHM11,ETF,3EMS,3EMS IM Equity,294.73
IT0005059537,SDX,AL5953,AE217238@EXCH Corp,272.53
JE00BMM1X270,ETF,GBE5,GBE5 IM Equity,269.73
LU1598689153,ETF,MMS,MMS IM Equity,269.57
IT0005059529,SDX,AL5952,AE217237@EXCH Corp,269.07
LU1598688189,ETF,GWT,GWT IM Equity,260.67
XS0416722857,ETF,GOLDL,GOLDL IM Equity,251.67
DE000HV41HR9,SDX,UI360X,AU556133@SEDX Corp,249.07
IE00BYSZ5S74,ETF,TRS7,TRS7 IM Equity,246.67
DE000A1EK0H1,ETF,XAD3,XAD3 IM Equity,246.20
FR0010900076,ETF,ESM,ESM IM Equity,241.77
LU1829218822,ETF,CBEF,CBEF IM Equity,236.50
LU0496786731,ETF,CAN,CAN IM Equity,236.03
LU0533033402,ETF,INDGW,INDGW IM Equity,216.23
IT0005163347,SDX,AL6334,JK805612@EXCH Corp,210.60
IT0005117657,SDX,AL1765,UV481162@EXCH Corp,206.73
IT0005175713,SDX,AL7571,LW225354@EXCH Corp,195.10
NL0012663884,SDX,P63884,AR446573@EXCH Corp,190.50
IE00BLNMQS92,ETF,5USE,5USE IM Equity,187.30
IT0005123747,SDX,AL2374,UV959290@EXCH Corp,186.93
IE00BJZ2DC62,ETF,XRSM,XRSM IM Equity,185.20
IE00BYSZ5Z42,ETF,EU7L,EU7L IM Equity,180.57
XS1101724513,ETF,SX5E3L,SX5E3L IM Equity,180.50
LU0533032420,ETF,ENERW,ENERW IM Equity,177.67
IT0005126807,SDX,AL2680,QJ190348@EXCH Corp,174.33
DE0005933923,ETF,EXS3,EXS3 IM Equity,173.17
LU1452600270,ETF,TIPU,TIPU IM Equity,171.70
DE000VN9AAE0,SDX,FDAX3L,LW351140@SEDX Corp,165.88
IE00BKS8QT65,ETF,3TYS,3TYS IM Equity,164.83
LU0290357846,ETF,X25E,X25E IM Equity,158.50
LU0705291903,ETF,EMMV,EMMV IM Equity,156.57
XS1073721216,ETF,GOLD3S,GOLD3S IM Equity,151.43
LU0533032859,ETF,FINSW,FINSW IM Equity,150.73
FDAX201906,Eurex,,GXM9 Comdty,142.03
IT0005245631,SDX,AL4563,AN150190@EXCH Corp,118.66
IE00BP9F2H18,ETF,LDCU,LDCU IM Equity,116.13
DE000HV41HY5,SDX,UI367X,AU556143@SEDX Corp,114.73
IT0005120545,SDX,AL2054,UV445022@EXCH Corp,114.00
LU1287023268,ETF,EM15,EM15 IM Equity,111.57
LU0908501132,ETF,MFDD,MFDD IM Equity,110.10
XS1265960572,SDX,SBTP7L,QJ210713@SEDX Corp,97.93
XS1839115620,SDX,I04617,AT579959@EXCH Corp,95.73
DE000HV41HZ2,SDX,UI368X,AU653189@SEDX Corp,94.83
LU1812091194,ETF,REEU,REEU IM Equity,90.90
LU1829219556,ETF,AAA13,AAA13 IM Equity,90.13
LU0533032008,ETF,DISW,DISW IM Equity,83.40
IT0014747080,Idem,,STM9,83.23
LU0533033824,ETF,MATW,MATW IM Equity,80.17
XS1839115893,SDX,I04616,AT579960@EXCH Corp,80.07
LU1681043086,ETF,CI2,CI2 IM Equity,80.03
FR0010755611,ETF,CL2,CL2 IM Equity,79.17
LU0292109690,ETF,XNIF,XNIF IM Equity,78.00
LU0690964092,ETF,XGVD,XGVD IM Equity,76.83
JE00B1VS2W53,ETF,PHPT,PHPT IM Equity,76.67
XS1101721683,ETF,SX5E3S,SX5E3S IM Equity,74.73
LU0799656698,ETF,WOMV,WOMV IM Equity,73.13
IT0005238875,SDX,AL8875,AM544512@EXCH Corp,72.50
LU0908501215,ETF,MSED,MSED IM Equity,70.07
FDXM201906,Eurex,,DFWM9 Comdty,61.23
IT0005216236,SDX,AL1623,AL319392@EXCH Corp,56.22
IE00BKWQ0M75,ETF,SMCX,SMCX IM Equity,55.70
NL0012663835,SDX,P63835,AR446568@EXCH Corp,44.57
LU0290357507,ETF,X15E,X15E IM Equity,40.23
DE000HV41HX7,SDX,UI366X,AU556142@SEDX Corp,35.81
IE00BKT09032,ETF,3TYL,3TYL IM Equity,23.00
DE000HV41J08,SDX,UI369X,AU653190@SEDX Corp,20.39
FGBL201909,Eurex,,RXU9 Comdty,12.50
FDXM201909,Eurex,,DFWU9 Comdty,9.11
JE00BMM1WY23,ETF,CAE5,CAE5 IM Equity,8.20
IE00BCRY6557,ETF,ERNE,ERNE IM Equity,7.07
FR0010756072,ETF,C5L,C5L IM Equity,6.07
FDAX201909,Eurex,,GXU9 Comdty,5.68
XS1463483195,SDX,I02972,QZ384266@EXCH Corp,2.30
